id,iso2c,iso3c,country,year,gdp_percap,life_expect,population,birth_rate,neonat_mortal_rate,region,income
225,CY,CYP,Cyprus,1/1/95,16530.19092,77.27465854,855389,16.439,4.5,Europe & Central Asia,High income
226,CY,CYP,Cyprus,1/1/03,23829.73189,78.34585366,998150,12.251,2.6,Europe & Central Asia,High income
227,CY,CYP,Cyprus,1/1/00,20726.62731,77.97168293,943287,13.244,3.2,Europe & Central Asia,High income
228,CY,CYP,Cyprus,1/1/90,13189.512,76.51395122,766611,19.048,5.6,Europe & Central Asia,High income
229,CY,CYP,Cyprus,1/1/02,22994.54008,78.22395122,979883,12.501,2.8,Europe & Central Asia,High income
230,CY,CYP,Cyprus,1/1/93,14669.40598,76.97826829,818814,17.726,5.1,Europe & Central Asia,High income
231,CY,CYP,Cyprus,1/1/04,25595.98111,78.4657561,1015827,12.069,2.5,Europe & Central Asia,High income
232,CY,CYP,Cyprus,1/1/97,17345.33047,77.56102439,890733,15.025,4,Europe & Central Asia,High income
233,CY,CYP,Cyprus,1/1/91,13378.47822,76.67139024,783138,18.693,5.5,Europe & Central Asia,High income
234,CY,CYP,Cyprus,1/1/10,33957.90165,79.38195122,1103685,11.689,1.9,Europe & Central Asia,High income
235,CY,CYP,Cyprus,1/1/94,15540.73351,77.12770732,837166,17.114,4.8,Europe & Central Asia,High income
236,CY,CYP,Cyprus,1/1/14,30295.21278,80.13156098,1153658,11.326,1.5,Europe & Central Asia,High income
237,CY,CYP,Cyprus,1/1/12,31920.44547,79.76226829,1129303,11.534,1.7,Europe & Central Asia,High income
238,CY,CYP,Cyprus,1/1/98,18340.12068,77.70092683,908040,14.36,3.7,Europe & Central Asia,High income
239,CY,CYP,Cyprus,1/1/01,22353.30074,78.10056098,961482,12.828,3,Europe & Central Asia,High income
240,CY,CYP,Cyprus,1/1/92,14576.68026,76.82631707,800660,18.255,5.3,Europe & Central Asia,High income
241,CY,CYP,Cyprus,1/1/07,31767.05246,78.8685122,1063040,11.818,2.2,Europe & Central Asia,High income
242,CY,CYP,Cyprus,1/1/09,34087.75901,79.1994878,1090486,11.741,2,Europe & Central Asia,High income
243,CY,CYP,Cyprus,1/1/99,19211.71957,77.83780488,925491,13.758,3.5,Europe & Central Asia,High income
244,CY,CYP,Cyprus,1/1/06,29706.28784,78.72287805,1048293,11.867,2.3,Europe & Central Asia,High income
245,CY,CYP,Cyprus,1/1/08,34825.57756,79.02753659,1077010,11.78,2.1,Europe & Central Asia,High income
246,CY,CYP,Cyprus,1/1/11,32983.18518,79.5715122,1116644,11.619,1.8,Europe & Central Asia,High income
247,CZ,CZE,Czech Republic,1/1/06,24400.72696,76.52439024,10238905,10.3,3,Europe & Central Asia,High income: OECD
248,CZ,CZE,Czech Republic,1/1/94,12723.69228,72.97268293,10333587,10.3,7.3,Europe & Central Asia,High income: OECD
249,CZ,CZE,Czech Republic,1/1/92,11834.24759,72.27170732,10319123,11.8,8.9,Europe & Central Asia,High income: OECD
250,CZ,CZE,Czech Republic,1/1/05,22286.45719,75.92439024,10211216,10,3.1,Europe & Central Asia,High income: OECD
251,CZ,CZE,Czech Republic,1/1/96,14685.09267,73.71463415,10315241,8.8,5.8,Europe & Central Asia,High income: OECD
252,CZ,CZE,Czech Republic,1/1/07,26680.49785,76.72439024,10298828,11.1,2.8,Europe & Central Asia,High income: OECD
253,CZ,CZE,Czech Republic,1/1/93,12110.72095,72.76780488,10329855,11.7,8.1,Europe & Central Asia,High income: OECD
254,CZ,CZE,Czech Republic,1/1/11,28604.21266,77.87317073,10496088,10.4,2.3,Europe & Central Asia,High income: OECD
255,CZ,CZE,Czech Republic,1/1/90,12716.26885,71.38390244,10333355,12.6,10.3,Europe & Central Asia,High income: OECD
256,CZ,CZE,Czech Republic,1/1/95,13805.63234,73.07487805,10327253,9.3,6.5,Europe & Central Asia,High income: OECD
257,CZ,CZE,Czech Republic,1/1/04,20984.65585,75.72195122,10197101,9.6,3.3,Europe & Central Asia,High income: OECD
258,CZ,CZE,Czech Republic,1/1/03,19609.26942,75.17073171,10193998,9.2,3.4,Europe & Central Asia,High income: OECD
259,CZ,CZE,Czech Republic,1/1/14,31185.8787,78.27560976,10525347,10.4,1.9,Europe & Central Asia,High income: OECD
260,CZ,CZE,Czech Republic,1/1/13,30043.5678,78.17560976,10514272,10.2,2,Europe & Central Asia,High income: OECD
261,CZ,CZE,Czech Republic,1/1/91,11641.29592,71.89829268,10308578,12.5,9.7,Europe & Central Asia,High income: OECD
262,CZ,CZE,Czech Republic,1/1/97,14892.66048,73.82487805,10304131,8.8,5.2,Europe & Central Asia,High income: OECD
263,CZ,CZE,Czech Republic,1/1/10,27069.63397,77.42439024,10474410,11.2,2.4,Europe & Central Asia,High income: OECD
264,CZ,CZE,Czech Republic,1/1/12,28727.90726,78.07560976,10510785,10.3,2.1,Europe & Central Asia,High income: OECD
265,CZ,CZE,Czech Republic,1/1/08,27111.5482,76.97560976,10384603,11.5,2.7,Europe & Central Asia,High income: OECD
266,CZ,CZE,Czech Republic,1/1/99,15387.3753,74.66829268,10283860,8.7,4.2,Europe & Central Asia,High income: OECD
267,CZ,CZE,Czech Republic,1/1/02,18318.35495,75.22195122,10196916,9.1,3.5,Europe & Central Asia,High income: OECD
268,CZ,CZE,Czech Republic,1/1/00,16282.47337,74.96829268,10255063,8.9,3.9,Europe & Central Asia,High income: OECD
269,CZ,CZE,Czech Republic,1/1/01,17650.28994,75.17317073,10216605,8.9,3.7,Europe & Central Asia,High income: OECD
270,CZ,CZE,Czech Republic,1/1/98,14969.25479,74.51463415,10294373,8.8,4.6,Europe & Central Asia,High income: OECD
271,CZ,CZE,Czech Republic,1/1/09,27008.80686,77.07804878,10443936,11.3,2.5,Europe & Central Asia,High income: OECD
272,DE,DEU,Germany,1/1/97,24183.8621,77.07317073,82034771,9.9,2.9,Europe & Central Asia,High income: OECD
273,DE,DEU,Germany,1/1/90,19032.69606,75.17736585,79433029,11.4,3.4,Europe & Central Asia,High income: OECD
274,DE,DEU,Germany,1/1/96,23655.81988,76.67317073,81914831,9.7,3,Europe & Central Asia,High income: OECD
275,DE,DEU,Germany,1/1/92,21230.24836,75.8195122,80624598,10,3.5,Europe & Central Asia,High income: OECD
276,DE,DEU,Germany,1/1/93,21386.50107,75.87073171,81156363,9.8,3.3,Europe & Central Asia,High income: OECD
277,DE,DEU,Germany,1/1/03,29362.42507,78.3804878,82534176,8.6,2.7,Europe & Central Asia,High income: OECD
278,DE,DEU,Germany,1/1/95,23093.6008,76.42195122,81678051,9.4,3.1,Europe & Central Asia,High income: OECD
279,DE,DEU,Germany,1/1/94,22300.86809,76.27073171,81438348,9.5,3.2,Europe & Central Asia,High income: OECD
280,DE,DEU,Germany,1/1/10,39639.47997,79.98780488,81776930,8.3,2.3,Europe & Central Asia,High income: OECD
281,DE,DEU,Germany,1/1/07,36777.78306,79.53414634,82266372,8.3,2.5,Europe & Central Asia,High income: OECD
282,DE,DEU,Germany,1/1/05,32184.05523,78.93170732,82469422,8.3,2.6,Europe & Central Asia,High income: OECD
283,DE,DEU,Germany,1/1/13,44184.82304,80.84390244,82132753,8.3,2.2,Europe & Central Asia,High income: OECD
284,DE,DEU,Germany,1/1/09,37112.88061,79.83658537,81902307,8.1,2.4,Europe & Central Asia,High income: OECD
285,DE,DEU,Germany,1/1/98,24871.24091,77.47560976,82047195,9.6,2.9,Europe & Central Asia,High income: OECD
286,DE,DEU,Germany,1/1/11,42142.5489,80.74146341,81797673,8.1,2.3,Europe & Central Asia,High income: OECD
287,DE,DEU,Germany,1/1/01,27725.11014,78.32926829,82349925,8.9,2.7,Europe & Central Asia,High income: OECD
288,DE,DEU,Germany,1/1/02,28435.90138,78.22926829,82488495,8.7,2.7,Europe & Central Asia,High income: OECD
289,DE,DEU,Germany,1/1/91,20520.7394,75.3195122,80013896,10.4,3.5,Europe & Central Asia,High income: OECD
290,DE,DEU,Germany,1/1/06,34690.33322,79.13170732,82376451,8.2,2.6,Europe & Central Asia,High income: OECD
291,DE,DEU,Germany,1/1/04,30694.90234,78.6804878,82516260,8.6,2.6,Europe & Central Asia,High income: OECD
292,DE,DEU,Germany,1/1/12,43600.1134,80.89268293,80425823,8.4,2.3,Europe & Central Asia,High income: OECD
293,DE,DEU,Germany,1/1/14,46393.87652,80.84390244,80982500,8.6,2.2,Europe & Central Asia,High income: OECD
294,DE,DEU,Germany,1/1/08,38438.74115,79.73658537,82110097,8.3,2.4,Europe & Central Asia,High income: OECD
295,DE,DEU,Germany,1/1/00,26630.51119,77.92682927,82211508,9.3,2.8,Europe & Central Asia,High income: OECD
296,DE,DEU,Germany,1/1/99,25798.2799,77.72682927,82100243,9.4,2.8,Europe & Central Asia,High income: OECD
297,DK,DNK,Denmark,1/1/99,27544.00656,76.34146341,5321799,12.4,3.6,Europe & Central Asia,High income: OECD
298,DK,DNK,Denmark,1/1/00,29558.29463,76.59268293,5339616,12.6,3.5,Europe & Central Asia,High income: OECD
299,DK,DNK,Denmark,1/1/06,37166.57369,78.09512195,5437272,12,3,Europe & Central Asia,High income: OECD
300,DK,DNK,Denmark,1/1/03,31268.87647,77.14390244,5390574,12,3.2,Europe & Central Asia,High income: OECD
301,DK,DNK,Denmark,1/1/96,24451.95498,75.59146341,5263074,12.9,3.8,Europe & Central Asia,High income: OECD
302,DK,DNK,Denmark,1/1/97,25682.51972,75.94512195,5284991,12.8,3.7,Europe & Central Asia,High income: OECD
303,DK,DNK,Denmark,1/1/14,45995.87271,80.54878049,5643475,10.1,2.6,Europe & Central Asia,High income: OECD
304,DK,DNK,Denmark,1/1/09,39612.12763,78.59756098,5523095,11.4,2.8,Europe & Central Asia,High income: OECD
305,DK,DNK,Denmark,1/1/05,34079.95976,77.84390244,5419432,11.9,3.1,Europe & Central Asia,High income: OECD
306,DK,DNK,Denmark,1/1/95,23351.63536,75.21268293,5233373,13.3,3.8,Europe & Central Asia,High income: OECD
307,DK,DNK,Denmark,1/1/92,20374.71562,75.19414634,5171370,13.1,4.1,Europe & Central Asia,High income: OECD
308,DK,DNK,Denmark,1/1/02,31597.68986,76.89512195,5375931,11.9,3.3,Europe & Central Asia,High income: OECD
309,DK,DNK,Denmark,1/1/94,22310.17712,75.37512195,5206180,13.4,3.9,Europe & Central Asia,High income: OECD
310,DK,DNK,Denmark,1/1/04,33143.76317,77.49268293,5404523,12,3.1,Europe & Central Asia,High income: OECD
311,DK,DNK,Denmark,1/1/07,38670.49766,78.19512195,5461438,11.7,2.9,Europe & Central Asia,High income: OECD
312,DK,DNK,Denmark,1/1/98,26608.80135,76.13902439,5304219,12.5,3.7,Europe & Central Asia,High income: OECD
313,DK,DNK,Denmark,1/1/13,45681.10934,80.3,5614932,10,2.6,Europe & Central Asia,High income: OECD
314,DK,DNK,Denmark,1/1/12,44246.33062,80.05121951,5591572,10.4,2.7,Europe & Central Asia,High income: OECD
315,DK,DNK,Denmark,1/1/10,41835.79665,79.1,5547683,11.4,2.8,Europe & Central Asia,High income: OECD
316,DK,DNK,Denmark,1/1/91,19599.41616,75.15780488,5154298,12.5,4.2,Europe & Central Asia,High income: OECD
317,DK,DNK,Denmark,1/1/90,18773.2194,74.80536585,5140939,12.3,4.4,Europe & Central Asia,High income: OECD
318,DK,DNK,Denmark,1/1/01,30247.19638,76.79268293,5358783,12.2,3.4,Europe & Central Asia,High income: OECD
319,DK,DNK,Denmark,1/1/08,40838.18875,78.44634146,5493621,11.8,2.9,Europe & Central Asia,High income: OECD
320,DK,DNK,Denmark,1/1/93,20771.47155,75.11682927,5188628,13,4,Europe & Central Asia,High income: OECD
321,DK,DNK,Denmark,1/1/11,43314.05636,79.8,5570572,10.6,2.7,Europe & Central Asia,High income: OECD
322,EE,EST,Estonia,1/1/98,8479.36004,69.35853659,1386156,8.8,7.5,Europe & Central Asia,High income: OECD
323,EE,EST,Estonia,1/1/07,21836.41229,72.81463415,1340680,11.8,3.4,Europe & Central Asia,High income: OECD
324,EE,EST,Estonia,1/1/08,22508.92841,73.77073171,1337090,12,3.1,Europe & Central Asia,High income: OECD
325,EE,EST,Estonia,1/1/95,6352.243897,67.54390244,1436634,9.4,10.3,Europe & Central Asia,High income: OECD
326,EE,EST,Estonia,1/1/99,8776.274324,70.06341463,1380620,9,6.8,Europe & Central Asia,High income: OECD
327,EE,EST,Estonia,1/1/09,20206.18071,74.82439024,1334515,11.8,2.8,Europe & Central Asia,High income: OECD
328,EE,EST,Estonia,1/1/10,21113.11961,75.42926829,1331475,11.9,2.5,Europe & Central Asia,High income: OECD
329,EE,EST,Estonia,1/1/06,19299.07841,72.69146341,1346810,11,3.7,Europe & Central Asia,High income: OECD
330,EE,EST,Estonia,1/1/96,6956.656508,69.61219512,1415594,9.4,9.3,Europe & Central Asia,High income: OECD
331,EE,EST,Estonia,1/1/00,9706.928198,70.41707317,1396985,9.4,6.3,Europe & Central Asia,High income: OECD
332,EE,EST,Estonia,1/1/11,23954.86597,76.22926829,1327439,11.1,2.3,Europe & Central Asia,High income: OECD
333,EE,EST,Estonia,1/1/04,14664.40247,71.9097561,1362550,10.3,4.4,Europe & Central Asia,High income: OECD
334,EE,EST,Estonia,1/1/02,11805.4692,70.90487805,1379350,9.4,5.3,Europe & Central Asia,High income: OECD
335,EE,EST,Estonia,1/1/05,16560.50223,72.56829268,1354775,10.6,4,Europe & Central Asia,High income: OECD
336,EE,EST,Estonia,1/1/03,13237.35675,71.31707317,1370720,9.5,4.8,Europe & Central Asia,High income: OECD
337,EE,EST,Estonia,1/1/12,25921.0286,76.32682927,1322696,10.6,2,Europe & Central Asia,High income: OECD
338,EE,EST,Estonia,1/1/14,28139.93944,77.23902439,1314545,10.3,1.7,Europe & Central Asia,High income: OECD
339,EE,EST,Estonia,1/1/97,8003.749939,69.8097561,1399535,9,8.3,Europe & Central Asia,High income: OECD
340,EE,EST,Estonia,1/1/13,27169.28665,77.14146341,1317997,10.3,1.8,Europe & Central Asia,High income: OECD
341,EE,EST,Estonia,1/1/01,10548.51403,70.25853659,1388115,9.1,5.7,Europe & Central Asia,High income: OECD
342,ES,ESP,Spain,1/1/11,32530.09314,82.47560976,46742697,10.1,3,Europe & Central Asia,High income: OECD
343,ES,ESP,Spain,1/1/14,33625.42811,83.07804878,46480882,9.2,2.8,Europe & Central Asia,High income: OECD
344,ES,ESP,Spain,1/1/10,32372.85437,81.62682927,46576897,10.4,3,Europe & Central Asia,High income: OECD
345,ES,ESP,Spain,1/1/92,14893.03872,77.41,39067745,10.2,6.4,Europe & Central Asia,High income: OECD
346,ES,ESP,Spain,1/1/06,30860.71588,80.82195122,44397319,10.8,3.4,Europe & Central Asia,High income: OECD
347,ES,ESP,Spain,1/1/02,24659.0987,79.56829268,41431558,10.1,3.9,Europe & Central Asia,High income: OECD
348,ES,ESP,Spain,1/1/98,19381.03976,78.66585366,39721108,9.2,4.3,Europe & Central Asia,High income: OECD
349,ES,ESP,Spain,1/1/12,32235.59592,82.42682927,46773055,9.7,3,Europe & Central Asia,High income: OECD
350,ES,ESP,Spain,1/1/95,16417.62131,77.98073171,39387017,9.2,5.2,Europe & Central Asia,High income: OECD
351,ES,ESP,Spain,1/1/96,17195.04597,78.1204878,39478186,9.2,4.9,Europe & Central Asia,High income: OECD
352,ES,ESP,Spain,1/1/03,25337.11082,79.6195122,42187645,10.4,3.8,Europe & Central Asia,High income: OECD
353,ES,ESP,Spain,1/1/09,32796.66547,81.47560976,46362946,10.6,3.1,Europe & Central Asia,High income: OECD
354,ES,ESP,Spain,1/1/99,20316.23289,78.71707317,39926268,9.5,4.1,Europe & Central Asia,High income: OECD
355,ES,ESP,Spain,1/1/91,14474.74323,76.97121951,38939049,10.2,6.7,Europe & Central Asia,High income: OECD
356,ES,ESP,Spain,1/1/97,18166.37793,78.60414634,39582413,9.3,4.6,Europe & Central Asia,High income: OECD
357,ES,ESP,Spain,1/1/01,23218.8974,79.36829268,40756001,9.9,4,Europe & Central Asia,High income: OECD
358,ES,ESP,Spain,1/1/04,26437.85409,79.87073171,42921895,10.6,3.7,Europe & Central Asia,High income: OECD
359,ES,ESP,Spain,1/1/05,27868.95195,80.17073171,43653155,10.6,3.5,Europe & Central Asia,High income: OECD
360,ES,ESP,Spain,1/1/90,13691.83158,76.83756098,38850435,10.3,7.1,Europe & Central Asia,High income: OECD
361,ES,ESP,Spain,1/1/08,33729.51679,81.17560976,45954106,11.3,3.1,Europe & Central Asia,High income: OECD
362,ES,ESP,Spain,1/1/93,15043.26939,77.54658537,39189400,9.8,6,Europe & Central Asia,High income: OECD
363,ES,ESP,Spain,1/1/94,15687.30049,77.90146341,39294967,9.4,5.6,Europe & Central Asia,High income: OECD
364,ES,ESP,Spain,1/1/07,32803.37512,80.87317073,45226803,10.9,3.2,Europe & Central Asia,High income: OECD
365,ES,ESP,Spain,1/1/00,21869.54874,78.96585366,40263216,9.9,4,Europe & Central Asia,High income: OECD
366,ES,ESP,Spain,1/1/13,32842.42456,83.07804878,46620045,9.1,2.9,Europe & Central Asia,High income: OECD
367,FI,FIN,Finland,1/1/07,37505.13094,79.26341463,5288720,11.1,2,Europe & Central Asia,High income: OECD
368,FI,FIN,Finland,1/1/94,18196.99045,76.39560976,5088333,12.8,3.2,Europe & Central Asia,High income: OECD
369,FI,FIN,Finland,1/1/10,38322.92674,79.87073171,5363352,11.4,1.7,Europe & Central Asia,High income: OECD
370,FI,FIN,Finland,1/1/08,39729.64854,79.56829268,5313399,11.2,1.9,Europe & Central Asia,High income: OECD
371,FI,FIN,Finland,1/1/09,37534.50193,79.7195122,5338871,11.3,1.8,Europe & Central Asia,High income: OECD
372,FI,FIN,Finland,1/1/01,27541.94102,77.96585366,5188008,10.8,2.4,Europe & Central Asia,High income: OECD
373,FI,FIN,Finland,1/1/96,19817.90522,76.69341463,5124573,11.8,2.9,Europe & Central Asia,High income: OECD
374,FI,FIN,Finland,1/1/93,17216.57089,75.70512195,5066447,12.8,3.4,Europe & Central Asia,High income: OECD
375,FI,FIN,Finland,1/1/02,28421.23989,78.1195122,5200598,10.7,2.3,Europe & Central Asia,High income: OECD
376,FI,FIN,Finland,1/1/06,34502.26656,79.21463415,5266268,11.2,2,Europe & Central Asia,High income: OECD
377,FI,FIN,Finland,1/1/13,40951.51324,80.97560976,5438972,10.7,1.4,Europe & Central Asia,High income: OECD
378,FI,FIN,Finland,1/1/05,32065.17072,78.81707317,5246096,11,2.1,Europe & Central Asia,High income: OECD
379,FI,FIN,Finland,1/1/92,17023.05756,75.45536585,5041992,13.2,3.6,Europe & Central Asia,High income: OECD
380,FI,FIN,Finland,1/1/98,23267.5124,77.09073171,5153498,11.1,2.7,Europe & Central Asia,High income: OECD
381,FI,FIN,Finland,1/1/95,19284.31844,76.4095122,5107790,12.3,3.1,Europe & Central Asia,High income: OECD
382,FI,FIN,Finland,1/1/14,40693.75124,81.12926829,5461512,10.5,1.3,Europe & Central Asia,High income: OECD
383,FI,FIN,Finland,1/1/03,28816.11926,78.36829268,5213014,10.9,2.2,Europe & Central Asia,High income: OECD
384,FI,FIN,Finland,1/1/91,17313.03649,75.22756098,5013740,13,3.7,Europe & Central Asia,High income: OECD
385,FI,FIN,Finland,1/1/00,26465.7522,77.46585366,5176209,11,2.5,Europe & Central Asia,High income: OECD
386,FI,FIN,Finland,1/1/04,31084.28922,78.71463415,5228172,11,2.2,Europe & Central Asia,High income: OECD
387,FI,FIN,Finland,1/1/12,40437.59387,80.62682927,5413971,11,1.5,Europe & Central Asia,High income: OECD
388,FI,FIN,Finland,1/1/97,21572.59781,76.87853659,5139835,11.5,2.8,Europe & Central Asia,High income: OECD
389,FI,FIN,Finland,1/1/90,17906.13948,74.81317073,4986431,13.1,3.9,Europe & Central Asia,High income: OECD
390,FI,FIN,Finland,1/1/11,40251.37351,80.47073171,5388272,11.1,1.6,Europe & Central Asia,High income: OECD
391,FI,FIN,Finland,1/1/99,24501.77991,77.29121951,5165474,11.1,2.6,Europe & Central Asia,High income: OECD
392,FR,FRA,France,1/1/13,39157.67133,82.2195122,65972097,12.4,2.3,Europe & Central Asia,High income: OECD
393,FR,FRA,France,1/1/93,19130.08267,77.3,59106766,13,3.1,Europe & Central Asia,High income: OECD
394,FR,FRA,France,1/1/02,28503.56674,79.26097561,61805267,12.9,2.7,Europe & Central Asia,High income: OECD
395,FR,FRA,France,1/1/95,20685.78573,77.75121951,59541900,12.8,3.1,Europe & Central Asia,High income: OECD
396,FR,FRA,France,1/1/09,34797.47409,81.41463415,64707044,12.8,2.3,Europe & Central Asia,High income: OECD
397,FR,FRA,France,1/1/94,19921.12675,77.64878049,59327194,12.5,3.1,Europe & Central Asia,High income: OECD
398,FR,FRA,France,1/1/08,35141.83794,81.21463415,64374990,12.9,2.3,Europe & Central Asia,High income: OECD
399,FR,FRA,France,1/1/12,37462.32503,81.96829268,65659790,12.6,2.2,Europe & Central Asia,High income: OECD
400,FR,FRA,France,1/1/01,27427.59135,79.15853659,61357431,13.1,2.7,Europe & Central Asia,High income: OECD
401,FR,FRA,France,1/1/14,39163.1945,82.37317073,66495940,12.4,2.3,Europe & Central Asia,High income: OECD
402,FR,FRA,France,1/1/04,29028.18225,80.16341463,62704897,12.8,2.5,Europe & Central Asia,High income: OECD
403,FR,FRA,France,1/1/90,17505.29198,76.6,58512808,13.4,3.6,Europe & Central Asia,High income: OECD
404,FR,FRA,France,1/1/92,18882.32608,77.1,58851216,13.1,3.2,Europe & Central Asia,High income: OECD
405,FR,FRA,France,1/1/91,18261.39219,76.84878049,58559312,13.2,3.4,Europe & Central Asia,High income: OECD
406,FR,FRA,France,1/1/96,21288.29964,77.95365854,59753098,12.8,3.1,Europe & Central Asia,High income: OECD
407,FR,FRA,France,1/1/06,32267.01406,80.81219512,63621376,13.1,2.3,Europe & Central Asia,High income: OECD
408,FR,FRA,France,1/1/07,34034.38518,81.11219512,64016229,12.8,2.3,Europe & Central Asia,High income: OECD
409,FR,FRA,France,1/1/99,24249.71166,78.75609756,60496715,12.9,2.8,Europe & Central Asia,High income: OECD
410,FR,FRA,France,1/1/00,25972.1999,79.05609756,60912498,13.3,2.8,Europe & Central Asia,High income: OECD
411,FR,FRA,France,1/1/10,35891.29382,81.66341463,65027512,12.9,2.3,Europe & Central Asia,High income: OECD
412,FR,FRA,France,1/1/11,37325.30434,82.11463415,65342776,12.7,2.2,Europe & Central Asia,High income: OECD
413,FR,FRA,France,1/1/98,23321.09341,78.60487805,60186291,12.8,2.9,Europe & Central Asia,High income: OECD
414,FR,FRA,France,1/1/03,28093.4086,79.11463415,62244884,12.8,2.6,Europe & Central Asia,High income: OECD
415,FR,FRA,France,1/1/05,30375.56068,80.16341463,63179356,12.8,2.4,Europe & Central Asia,High income: OECD
416,FR,FRA,France,1/1/97,22220.0293,78.30487805,59964845,12.7,3,Europe & Central Asia,High income: OECD
417,GB,GBR,United Kingdom,1/1/09,36361.88469,80.05121951,62276270,12.7,3.1,Europe & Central Asia,High income: OECD
418,GB,GBR,United Kingdom,1/1/97,23829.2235,77.21097561,58316954,12.5,3.9,Europe & Central Asia,High income: OECD
419,GB,GBR,United Kingdom,1/1/98,24573.70818,77.1902439,58487141,12.3,3.9,Europe & Central Asia,High income: OECD
420,GB,GBR,United Kingdom,1/1/03,31181.32492,78.44634146,59647577,11.7,3.6,Europe & Central Asia,High income: OECD
421,GB,GBR,United Kingdom,1/1/04,33082.40241,78.74634146,59987905,11.9,3.5,Europe & Central Asia,High income: OECD
422,GB,GBR,United Kingdom,1/1/05,34623.20514,79.04878049,60401206,12,3.5,Europe & Central Asia,High income: OECD
423,GB,GBR,United Kingdom,1/1/10,35879.79939,80.40243902,62766365,12.9,3,Europe & Central Asia,High income: OECD
424,GB,GBR,United Kingdom,1/1/11,36590.15937,80.95121951,63258918,12.8,2.9,Europe & Central Asia,High income: OECD
425,GB,GBR,United Kingdom,1/1/08,37775.87739,79.6,61806995,12.9,3.2,Europe & Central Asia,High income: OECD
426,GB,GBR,United Kingdom,1/1/95,21081.76624,76.83658537,58019030,12.6,4.1,Europe & Central Asia,High income: OECD
427,GB,GBR,United Kingdom,1/1/00,27440.99785,77.74146341,58892514,11.5,3.8,Europe & Central Asia,High income: OECD
428,GB,GBR,United Kingdom,1/1/01,28821.50555,77.99268293,59119673,11.3,3.7,Europe & Central Asia,High income: OECD
429,GB,GBR,United Kingdom,1/1/14,40217.16375,81.05609756,64613160,12,2.5,Europe & Central Asia,High income: OECD
430,GB,GBR,United Kingdom,1/1/92,18181.74584,76.43414634,57580402,13.6,4.4,Europe & Central Asia,High income: OECD
431,GB,GBR,United Kingdom,1/1/90,17446.30768,75.8804878,57247586,13.9,4.5,Europe & Central Asia,High income: OECD
432,GB,GBR,United Kingdom,1/1/06,36885.96843,79.24878049,60846820,12.3,3.4,Europe & Central Asia,High income: OECD
433,GB,GBR,United Kingdom,1/1/94,20196.46942,76.88536585,57865745,13,4.2,Europe & Central Asia,High income: OECD
434,GB,GBR,United Kingdom,1/1/07,37503.22375,79.44878049,61322463,12.6,3.3,Europe & Central Asia,High income: OECD
435,GB,GBR,United Kingdom,1/1/93,19059.08888,76.38536585,57718614,13.2,4.3,Europe & Central Asia,High income: OECD
436,GB,GBR,United Kingdom,1/1/96,22421.58392,77.08780488,58166950,12.6,4,Europe & Central Asia,High income: OECD
437,GB,GBR,United Kingdom,1/1/99,25263.97765,77.3902439,58682466,11.9,3.8,Europe & Central Asia,High income: OECD
438,GB,GBR,United Kingdom,1/1/12,37569.31528,80.90487805,63700300,12.8,2.8,Europe & Central Asia,High income: OECD
439,GB,GBR,United Kingdom,1/1/13,39111.23264,81.00487805,64128226,12.1,2.7,Europe & Central Asia,High income: OECD
440,GB,GBR,United Kingdom,1/1/91,17745.45227,76.08292683,57424897,13.8,4.4,Europe & Central Asia,High income: OECD
441,GB,GBR,United Kingdom,1/1/02,30085.64992,78.14390244,59370479,11.3,3.6,Europe & Central Asia,High income: OECD
442,GE,GEO,Georgia,1/1/06,4991.617909,73.21214634,4136000,13.224,13.7,Europe & Central Asia,Lower middle income
443,GE,GEO,Georgia,1/1/97,2227.538901,70.71473171,4531600,12.932,23.1,Europe & Central Asia,Lower middle income
444,GE,GEO,Georgia,1/1/94,1557.45939,70.07568293,4861600,14.571,24.2,Europe & Central Asia,Lower middle income
445,GE,GEO,Georgia,1/1/95,1675.250875,70.23273171,4734000,13.98,23.9,Europe & Central Asia,Lower middle income
446,GE,GEO,Georgia,1/1/92,2345.687497,69.94773171,4873500,15.799,24.6,Europe & Central Asia,Lower middle income
447,GE,GEO,Georgia,1/1/98,2344.546744,71.0035122,4487300,12.506,22.4,Europe & Central Asia,Lower middle income
448,GE,GEO,Georgia,1/1/99,2467.865217,71.30721951,4452500,12.17,21.8,Europe & Central Asia,Lower middle income
449,GE,GEO,Georgia,1/1/00,2590.318568,71.61582927,4418300,11.955,21,Europe & Central Asia,Lower middle income
450,GE,GEO,Georgia,1/1/96,1945.335336,70.45195122,4616100,13.429,23.6,Europe & Central Asia,Lower middle income
451,GE,GEO,Georgia,1/1/03,3460.150847,72.4902439,4301000,12.178,17.4,Europe & Central Asia,Lower middle income
452,GE,GEO,Georgia,1/1/04,3813.189314,72.75029268,4245000,12.486,16.1,Europe & Central Asia,Lower middle income
453,GE,GEO,Georgia,1/1/05,4370.338613,72.9902439,4190000,12.852,14.8,Europe & Central Asia,Lower middle income
454,GE,GEO,Georgia,1/1/01,2796.855796,71.91826829,4386400,11.889,20,Europe & Central Asia,Lower middle income
455,GE,GEO,Georgia,1/1/93,1684.859702,69.98234146,4911100,15.185,24.5,Europe & Central Asia,Lower middle income
456,GE,GEO,Georgia,1/1/09,6054.18918,73.81541463,3978000,13.956,10.8,Europe & Central Asia,Lower middle income
